"competicion","week","date","match_id","personId","firstName","lastName","player","team","player_id","uniformNumber","isCaptain","CB","AS","BS","BSR","DR","OR","REB","FD","FG2A","FG2M","FG2P","FG3A","FG3M","FG3P","FGA","FGM","FGP","FTA","FTM","FTP","FGIA","FGIM","FGIP","PF","PTS","ST","TO","TP","PM","EFF","Starter","HasPlayed","equipo","op_equipo"
"FIBA Europe Cup",47,2025-11-19,128753,"301954","Luka","Alavidze","Luka Alavidze","B","P_301954","5",FALSE,FALSE,2,0,0,1,0,1,0,6,1,16.7,2,0,0,8,1,12.5,0,0,0,5,1,20,2,2,1,3,"23:20",-38,-4,TRUE,TRUE,"BC Kutaisi 2010","Surne Bilbao Basket"
"FIBA Europe Cup",47,2025-11-19,128753,"344301","Gera","Tcheishvili","Gera Tcheishvili","B","P_344301","6",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"BC Kutaisi 2010","Surne Bilbao Basket"
"FIBA Europe Cup",47,2025-11-19,128753,"338382","Temo","Dvalishvili","Temo Dvalishvili","B","P_338382","8",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"BC Kutaisi 2010","Surne Bilbao Basket"
"FIBA Europe Cup",47,2025-11-19,128754,"400396","Jonas","Musil","Jonas Musil","A","P_400396","10",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"7:14",-5,-1,FALSE,TRUE,"PUMPA Basket Brno","Peristeri Betsson"
"FIBA Europe Cup",47,2025-11-19,128754,"301498","Simon","Svoboda","Simon Svoboda","A","P_301498","11",FALSE,FALSE,2,0,0,3,3,6,2,4,1,25,1,0,0,5,1,20,2,2,100,3,1,33.3,2,4,1,0,"18:54",8,9,FALSE,TRUE,"PUMPA Basket Brno","Peristeri Betsson"
"FIBA Europe Cup",47,2025-11-19,128754,"269926","Petr","Krivanek","Petr Krivanek","A","P_269926","12",FALSE,FALSE,1,0,0,0,2,2,2,6,2,33.3,6,3,50,12,5,41.7,2,1,50,4,1,25,2,14,0,5,"25:16",-17,4,TRUE,TRUE,"PUMPA Basket Brno","Peristeri Betsson"
"FIBA Europe Cup",47,2025-11-19,128754,"260369","Adam","Kejval","Adam Kejval","A","P_260369","13",FALSE,FALSE,1,0,0,5,1,6,5,5,3,60,0,0,0,5,3,60,6,3,50,5,3,60,2,9,0,2,"22:5",-15,9,TRUE,TRUE,"PUMPA Basket Brno","Peristeri Betsson"
"FIBA Europe Cup",47,2025-11-19,128754,"196866","Viktor","Pulpan","Viktor Pulpan","A","P_196866","18",TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"PUMPA Basket Brno","Peristeri Betsson"
"FIBA Europe Cup",47,2025-11-19,128754,"254131","Tomas","Jansa","Tomas Jansa","A","P_254131","19",FALSE,FALSE,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"4:26",2,1,FALSE,TRUE,"PUMPA Basket Brno","Peristeri Betsson"
"FIBA Europe Cup",47,2025-11-19,128754,"374992","Jacob","Groves","Jacob Groves","A","P_374992","20",FALSE,FALSE,0,0,0,6,2,8,3,8,4,50,3,1,33.3,11,5,45.5,3,2,66.7,7,4,57.1,1,13,2,3,"31:48",-2,13,TRUE,TRUE,"PUMPA Basket Brno","Peristeri Betsson"
"FIBA Europe Cup",47,2025-11-19,128754,"350101","Anthony","Williams","Anthony Williams","A","P_350101","33",FALSE,FALSE,9,0,0,2,0,2,8,7,1,14.3,8,3,37.5,15,4,26.7,8,8,100,6,1,16.7,2,19,3,2,"34:10",-13,20,TRUE,TRUE,"PUMPA Basket Brno","Peristeri Betsson"
"FIBA Europe Cup",47,2025-11-19,128754,"399946","Kevin","Kalu","Kevin Kalu","A","P_399946","34",FALSE,FALSE,0,1,0,6,1,7,0,5,3,60,0,0,0,5,3,60,0,0,0,5,3,60,2,6,1,2,"17:55",1,11,FALSE,TRUE,"PUMPA Basket Brno","Peristeri Betsson"
"FIBA Europe Cup",47,2025-11-19,128754,"301496","Matej","Rychtecky","Matej Rychtecky","A","P_301496","4",FALSE,FALSE,0,0,0,2,1,3,2,2,1,50,0,0,0,2,1,50,2,2,100,2,1,50,2,4,0,2,"17:17",-22,4,TRUE,TRUE,"PUMPA Basket Brno","Peristeri Betsson"
"FIBA Europe Cup",47,2025-11-19,128754,"302203","Milan","Stranel","Milan Stranel","A","P_302203","7",FALSE,FALSE,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,0,2,"8:12",-12,-5,FALSE,TRUE,"PUMPA Basket Brno","Peristeri Betsson"
"FIBA Europe Cup",47,2025-11-19,128754,"218400","Radek","Farsky","Radek Farsky","A","P_218400","8",FALSE,FALSE,1,0,0,1,0,1,2,2,1,50,1,0,0,3,1,33.3,4,2,50,2,1,50,3,4,1,1,"12:43",5,2,FALSE,TRUE,"PUMPA Basket Brno","Peristeri Betsson"
"FIBA Europe Cup",47,2025-11-19,128754,"278464","Ty","Nichols","Ty Nichols","B","P_278464","0",FALSE,FALSE,6,0,0,0,0,0,5,8,4,50,5,2,40,13,6,46.2,8,7,87.5,6,4,66.7,3,21,5,1,"25:52",19,23,TRUE,TRUE,"Peristeri Betsson","PUMPA Basket Brno"
"FIBA Europe Cup",47,2025-11-19,128754,"364196","Riley","Abercrombie","Riley Abercrombie","B","P_364196","11",FALSE,FALSE,3,0,0,5,0,5,1,1,1,100,8,3,37.5,9,4,44.4,0,0,0,1,1,100,3,11,1,1,"24:25",-5,14,TRUE,TRUE,"Peristeri Betsson","PUMPA Basket Brno"
"FIBA Europe Cup",47,2025-11-19,128754,"258420","Dimitrios","Kaklamanakis","Dimitrios Kaklamanakis","B","P_258420","14",FALSE,FALSE,3,0,0,1,2,3,0,4,1,25,0,0,0,4,1,25,0,0,0,4,1,25,2,2,0,1,"19:39",1,4,FALSE,TRUE,"Peristeri Betsson","PUMPA Basket Brno"
"FIBA Europe Cup",47,2025-11-19,128754,"324472","Jacob","Van Tubbergen","Jacob Van Tubbergen","B","P_324472","2",FALSE,FALSE,1,0,0,6,3,9,2,7,4,57.1,2,1,50,9,5,55.6,0,0,0,4,3,75,3,11,1,2,"23:46",9,16,TRUE,TRUE,"Peristeri Betsson","PUMPA Basket Brno"
"FIBA Europe Cup",47,2025-11-19,128754,"205632","CJ","Harris","CJ Harris","B","P_205632","22",TRUE,FALSE,2,0,0,0,0,0,5,6,3,50,2,1,50,8,4,50,4,4,100,5,3,60,2,13,2,4,"23:33",6,9,TRUE,TRUE,"Peristeri Betsson","PUMPA Basket Brno"
"FIBA Europe Cup",47,2025-11-19,128754,"360546","Gregory","Petrakis","Gregory Petrakis","B","P_360546","3",FALSE,FALSE,0,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"5:32",8,1,FALSE,TRUE,"Peristeri Betsson","PUMPA Basket Brno"
"FIBA Europe Cup",47,2025-11-19,128754,"376128","Samuel","Payne","Samuel Payne","B","P_376128","4",FALSE,FALSE,2,3,0,3,4,7,2,7,3,42.9,0,0,0,7,3,42.9,4,2,50,7,3,42.9,3,8,1,1,"20:21",13,14,TRUE,TRUE,"Peristeri Betsson","PUMPA Basket Brno"
"FIBA Europe Cup",47,2025-11-19,128754,"376582","Tzon","Ittounas","Tzon Ittounas","B","P_376582","5",FALSE,FALSE,2,0,0,2,2,4,2,3,1,33.3,9,5,55.6,12,6,50,0,0,0,3,1,33.3,3,17,0,1,"24:49",10,16,FALSE,TRUE,"Peristeri Betsson","PUMPA Basket Brno"
"FIBA Europe Cup",47,2025-11-19,128754,"205055","Vasilis","Mouratos","Vasilis Mouratos","B","P_205055","7",FALSE,FALSE,5,1,0,2,0,2,1,3,0,0,4,1,25,7,1,14.3,0,0,0,1,0,0,4,3,1,2,"25:47",8,4,FALSE,TRUE,"Peristeri Betsson","PUMPA Basket Brno"
"FIBA Europe Cup",47,2025-11-19,128754,"374870","Dimitrios","Papageorgiou","Dimitrios Papageorgiou","B","P_374870","77",FALSE,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,50,0,0,0,0,1,0,0,"1:18",-1,0,FALSE,TRUE,"Peristeri Betsson","PUMPA Basket Brno"
"FIBA Europe Cup",47,2025-11-19,128754,"372573","Alexandros","Thomakos","Alexandros Thomakos","B","P_372573","8",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3:42",3,0,FALSE,TRUE,"Peristeri Betsson","PUMPA Basket Brno"
"FIBA Europe Cup",47,2025-11-19,128754,"374981","Nikolaos","Tziallas","Nikolaos Tziallas","B","P_374981","9",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1:18",-1,0,FALSE,FALSE,"Peristeri Betsson","PUMPA Basket Brno"
"FIBA Europe Cup",47,2025-11-19,128765,"183408","Diamantis","Slaftsakis","Diamantis Slaftsakis","A","P_183408","10",FALSE,FALSE,0,0,0,0,0,0,0,1,1,100,0,0,0,1,1,100,0,0,0,1,1,100,1,2,0,0,"3:32",-3,2,FALSE,TRUE,"PAOK BC","Basketball Lowen Braunschweig"
"FIBA Europe Cup",47,2025-11-19,128765,"228799","Thodoris","Zaras","Thodoris Zaras","A","P_228799","13",TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,100,1,1,100,0,0,0,0,0,0,0,3,0,0,"3:56",1,3,FALSE,TRUE,"PAOK BC","Basketball Lowen Braunschweig"
"FIBA Europe Cup",47,2025-11-19,128765,"284769","K. J.","Jackson","K. J. Jackson","A","P_284769","16",FALSE,FALSE,1,0,0,4,0,4,5,3,0,0,4,0,0,7,0,0,9,8,88.9,2,0,0,2,8,1,2,"21:41",-1,4,FALSE,TRUE,"PAOK BC","Basketball Lowen Braunschweig"
"FIBA Europe Cup",47,2025-11-19,128765,"239669","Marvin","Jones","Marvin Jones","A","P_239669","17",FALSE,FALSE,0,1,0,0,0,0,0,3,2,66.7,0,0,0,3,2,66.7,0,0,0,3,2,66.7,3,4,1,2,"13:52",-6,3,FALSE,TRUE,"PAOK BC","Basketball Lowen Braunschweig"
"FIBA Europe Cup",47,2025-11-19,128765,"304919","Nikos","Persidis","Nikos Persidis","A","P_304919","18",FALSE,FALSE,4,0,0,6,1,7,0,3,2,66.7,1,0,0,4,2,50,0,0,0,3,2,66.7,4,4,0,1,"26:6",9,12,TRUE,TRUE,"PAOK BC","Basketball Lowen Braunschweig"
"FIBA Europe Cup",47,2025-11-19,128765,"212941","Cleveland","Melvin","Cleveland Melvin","A","P_212941","2",FALSE,FALSE,3,0,0,3,1,4,1,8,8,100,6,3,50,14,11,78.6,2,1,50,6,6,100,2,26,1,2,"33:6",4,28,TRUE,TRUE,"PAOK BC","Basketball Lowen Braunschweig"
"FIBA Europe Cup",47,2025-11-19,128765,"268523","Konstantinos","Iatridis","Konstantinos Iatridis","A","P_268523","20",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"PAOK BC","Basketball Lowen Braunschweig"
"FIBA Europe Cup",47,2025-11-19,128765,"260594","Stephen","Brown","Stephen Brown","A","P_260594","22",FALSE,FALSE,8,0,0,1,0,1,6,2,1,50,2,1,50,4,2,50,5,4,80,1,1,100,2,9,0,0,"26:15",10,15,TRUE,TRUE,"PAOK BC","Basketball Lowen Braunschweig"
"FIBA Europe Cup",47,2025-11-19,128765,"255243","Giorgos","Fillios","Giorgos Fillios","A","P_255243","25",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"PAOK BC","Basketball Lowen Braunschweig"
"FIBA Europe Cup",47,2025-11-19,128765,"257989","Ben","Moore","Ben Moore","A","P_257989","26",FALSE,FALSE,0,2,0,4,3,7,7,8,6,75,0,0,0,8,6,75,9,7,77.8,8,6,75,2,19,0,1,"29:43",5,23,TRUE,TRUE,"PAOK BC","Basketball Lowen Braunschweig"
"FIBA Europe Cup",47,2025-11-19,128765,"183009","Tomas","Dimsa","Tomas Dimsa","A","P_183009","33",FALSE,FALSE,3,0,0,2,0,2,3,3,0,0,6,3,50,9,3,33.3,0,0,0,1,0,0,3,9,0,1,"25:24",-3,7,TRUE,TRUE,"PAOK BC","Basketball Lowen Braunschweig"
"FIBA Europe Cup",47,2025-11-19,128765,"205038","Antonis","Koniaris","Antonis Koniaris","A","P_205038","6",FALSE,FALSE,4,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,4,4,100,0,0,0,2,4,1,1,"16:24",-11,6,FALSE,TRUE,"PAOK BC","Basketball Lowen Braunschweig"
"FIBA Europe Cup",47,2025-11-19,128765,"398707","Adrian","Worthy","Adrian Worthy","B","P_398707","0",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"Basketball Lowen Braunschweig","PAOK BC"
"FIBA Europe Cup",47,2025-11-19,128765,"345440","David","N'Guessan","David N'Guessan","B","P_345440","1",FALSE,FALSE,2,0,0,4,5,9,5,7,5,71.4,0,0,0,7,5,71.4,5,3,60,7,5,71.4,4,13,1,1,"31:57",2,20,TRUE,TRUE,"Basketball Lowen Braunschweig","PAOK BC"
"FIBA Europe Cup",47,2025-11-19,128765,"376740","Romario","Holloway","Romario Holloway","B","P_376740","11",FALSE,FALSE,0,0,0,1,2,3,2,2,1,50,0,0,0,2,1,50,2,0,0,2,1,50,2,2,0,0,"7:8",-2,2,FALSE,TRUE,"Basketball Lowen Braunschweig","PAOK BC"
"FIBA Europe Cup",47,2025-11-19,128765,"238373","Barra","Njie","Barra Njie","B","P_238373","13",FALSE,FALSE,5,0,0,0,0,0,1,7,4,57.1,2,0,0,9,4,44.4,0,0,0,6,3,50,3,8,1,2,"22:16",-3,7,TRUE,TRUE,"Basketball Lowen Braunschweig","PAOK BC"
"FIBA Europe Cup",47,2025-11-19,128765,"267013","Benjamin","Schroder","Benjamin Schroder","B","P_267013","2",FALSE,FALSE,0,0,0,5,1,6,3,1,0,0,1,0,0,2,0,0,4,3,75,1,0,0,3,3,0,1,"23:54",9,5,TRUE,TRUE,"Basketball Lowen Braunschweig","PAOK BC"
"FIBA Europe Cup",47,2025-11-19,128765,"321525","Leonhard","Laar","Leonhard Laar","B","P_321525","21",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"Basketball Lowen Braunschweig","PAOK BC"
"FIBA Europe Cup",47,2025-11-19,128765,"348007","Grant","Sherfield","Grant Sherfield","B","P_348007","25",FALSE,FALSE,2,0,0,4,0,4,5,4,2,50,6,3,50,10,5,50,4,4,100,2,1,50,3,17,1,2,"26:51",7,17,FALSE,TRUE,"Basketball Lowen Braunschweig","PAOK BC"
"FIBA Europe Cup",47,2025-11-19,128765,"289459","Josh","Hawley","Josh Hawley","B","P_289459","3",FALSE,FALSE,2,0,0,2,1,3,1,5,3,60,2,0,0,7,3,42.9,0,0,0,4,3,75,2,6,1,0,"12:49",-2,8,FALSE,TRUE,"Basketball Lowen Braunschweig","PAOK BC"
"FIBA Europe Cup",47,2025-11-19,128765,"274084","Chip","Flanigan","Chip Flanigan","B","P_274084","30",TRUE,FALSE,0,0,0,0,0,0,2,5,2,40,1,0,0,6,2,33.3,2,2,100,1,1,100,3,6,1,2,"27:38",-3,1,FALSE,TRUE,"Basketball Lowen Braunschweig","PAOK BC"
"FIBA Europe Cup",47,2025-11-19,128765,"211517","Ferdinand","Zylka","Ferdinand Zylka","B","P_211517","6",FALSE,FALSE,2,0,0,0,1,1,1,3,1,33.3,4,1,25,7,2,28.6,0,0,0,0,0,0,1,5,0,1,"17:25",-6,2,FALSE,TRUE,"Basketball Lowen Braunschweig","PAOK BC"
"FIBA Europe Cup",47,2025-11-19,128765,"293514","Nikola","Tomic","Nikola Tomic","B","P_293514","7",FALSE,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"3:19",-2,-1,TRUE,TRUE,"Basketball Lowen Braunschweig","PAOK BC"
"FIBA Europe Cup",47,2025-11-19,128765,"251071","Joshua","Obiesie","Joshua Obiesie","B","P_251071","8",FALSE,FALSE,5,0,0,2,0,2,1,6,6,100,7,5,71.4,13,11,84.6,0,0,0,5,5,100,2,27,0,2,"26:43",-5,30,TRUE,TRUE,"Basketball Lowen Braunschweig","PAOK BC"
"FIBA Europe Cup",47,2025-11-19,128766,"198141","Elvar","Fridriksson","Elvar Fridriksson","A","P_198141","0",FALSE,FALSE,3,0,0,0,0,0,4,3,2,66.7,2,1,50,5,3,60,4,3,75,2,1,50,3,10,0,1,"19:47",4,9,TRUE,TRUE,"Anwil Wloclawek","BC Trepca"
"FIBA Europe Cup",47,2025-11-19,128766,"275127","Eric","Lockett","Eric Lockett","A","P_275127","1",FALSE,FALSE,4,0,0,1,1,2,2,3,2,66.7,4,1,25,7,3,42.9,2,0,0,3,2,66.7,1,7,1,2,"14:53",7,6,TRUE,TRUE,"Anwil Wloclawek","BC Trepca"
"FIBA Europe Cup",47,2025-11-19,128766,"322610","Bartosz","Lazarski","Bartosz Lazarski","A","P_322610","11",FALSE,FALSE,1,0,0,2,0,2,3,1,1,100,5,0,0,6,1,16.7,4,2,50,1,1,100,3,4,2,2,"28:4",19,0,TRUE,TRUE,"Anwil Wloclawek","BC Trepca"
"FIBA Europe Cup",47,2025-11-19,128766,"183077","Kacper","Borowski","Kacper Borowski","A","P_183077","13",FALSE,FALSE,1,0,0,4,2,6,1,7,5,71.4,0,0,0,7,5,71.4,0,0,0,7,5,71.4,1,10,0,1,"20:4",-5,14,FALSE,TRUE,"Anwil Wloclawek","BC Trepca"
"FIBA Europe Cup",47,2025-11-19,128766,"327358","Dawid","Slupinski","Dawid Slupinski","A","P_327358","16",FALSE,FALSE,0,0,0,2,2,4,2,3,3,100,1,1,100,4,4,100,2,2,100,3,3,100,4,11,0,0,"19:56",23,15,TRUE,TRUE,"Anwil Wloclawek","BC Trepca"
"FIBA Europe Cup",47,2025-11-19,128766,"224839","Michal","Kolodziej","Michal Kolodziej","A","P_224839","22",FALSE,FALSE,1,0,0,4,2,6,0,2,2,100,1,0,0,3,2,66.7,0,0,0,2,2,100,4,4,1,2,"16:47",2,9,FALSE,TRUE,"Anwil Wloclawek","BC Trepca"
"FIBA Europe Cup",47,2025-11-19,128766,"168727","Michal","Michalak","Michal Michalak","A","P_168727","23",TRUE,FALSE,3,0,0,1,1,2,0,3,2,66.7,6,3,50,9,5,55.6,0,0,0,2,2,100,2,13,3,1,"19:9",1,16,FALSE,TRUE,"Anwil Wloclawek","BC Trepca"
"FIBA Europe Cup",47,2025-11-19,128766,"184710","AJ","Slaughter","AJ Slaughter","A","P_184710","4",FALSE,FALSE,4,0,0,1,0,1,0,1,0,0,5,3,60,6,3,50,0,0,0,0,0,0,0,9,0,0,"17:54",8,11,FALSE,TRUE,"Anwil Wloclawek","BC Trepca"
"FIBA Europe Cup",47,2025-11-19,128766,"341832","Isaiah","Mucius","Isaiah Mucius","A","P_341832","7",FALSE,FALSE,2,0,0,6,0,6,2,1,1,100,5,4,80,6,5,83.3,2,2,100,1,1,100,2,16,0,0,"23:13",16,23,TRUE,TRUE,"Anwil Wloclawek","BC Trepca"
"FIBA Europe Cup",47,2025-11-19,128766,"284124","Nijal","Pearson","Nijal Pearson","A","P_284124","77",FALSE,FALSE,6,2,0,3,1,4,3,5,2,40,3,1,33.3,8,3,37.5,5,5,100,2,1,50,0,12,1,2,"20:13",15,18,FALSE,TRUE,"Anwil Wloclawek","BC Trepca"
"FIBA Europe Cup",47,2025-11-19,128766,"259727","Justas","Furmanavicius","Justas Furmanavicius","A","P_259727","8",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"Anwil Wloclawek","BC Trepca"
"FIBA Europe Cup",47,2025-11-19,128766,"267225","Anes","Gashi","Anes Gashi","B","P_267225","0",TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1:55",-1,0,FALSE,TRUE,"BC Trepca","Anwil Wloclawek"
"FIBA Europe Cup",47,2025-11-19,128766,"345480","Venis","Haliti","Venis Haliti","B","P_345480","1",FALSE,FALSE,0,0,0,0,0,0,0,2,2,100,0,0,0,2,2,100,0,0,0,1,1,100,0,4,0,0,"4:32",0,4,FALSE,TRUE,"BC Trepca","Anwil Wloclawek"
"FIBA Europe Cup",47,2025-11-19,128766,"193775","Mikaile","Tmusic","Mikaile Tmusic","B","P_193775","11",FALSE,FALSE,3,0,0,3,2,5,3,3,2,66.7,9,3,33.3,12,5,41.7,4,4,100,2,2,100,2,17,1,1,"28:22",-8,18,TRUE,TRUE,"BC Trepca","Anwil Wloclawek"
"FIBA Europe Cup",47,2025-11-19,128766,"227597","Drilon","Hajrizi","Drilon Hajrizi","B","P_227597","12",FALSE,FALSE,1,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,1,0,0,1,0,0,1,"4:44",-11,-3,FALSE,TRUE,"BC Trepca","Anwil Wloclawek"
"FIBA Europe Cup",47,2025-11-19,128766,"285582","Chad","Brown","Chad Brown","B","P_285582","22",FALSE,FALSE,2,0,0,5,1,6,5,14,9,64.3,0,0,0,14,9,64.3,4,1,25,13,9,69.2,1,19,3,1,"31:39",-23,21,TRUE,TRUE,"BC Trepca","Anwil Wloclawek"
"FIBA Europe Cup",47,2025-11-19,128766,"224141","Mustapha","Amzil","Mustapha Amzil","B","P_224141","23",FALSE,FALSE,4,0,0,3,4,7,2,7,2,28.6,4,1,25,11,3,27.3,2,2,100,7,2,28.6,0,9,1,1,"28:37",-13,12,TRUE,TRUE,"BC Trepca","Anwil Wloclawek"
"FIBA Europe Cup",47,2025-11-19,128766,"270488","JaCori","Payne","JaCori Payne","B","P_270488","3",FALSE,FALSE,6,0,0,1,1,2,4,2,0,0,9,5,55.6,11,5,45.5,4,3,75,1,0,0,3,18,1,3,"35:3",-14,17,TRUE,TRUE,"BC Trepca","Anwil Wloclawek"
"FIBA Europe Cup",47,2025-11-19,128766,"217459","Dardan","Kapiti","Dardan Kapiti","B","P_217459","35",FALSE,FALSE,0,0,0,1,0,1,3,3,1,33.3,0,0,0,3,1,33.3,6,4,66.7,3,1,33.3,5,6,0,1,"14:6",0,2,FALSE,TRUE,"BC Trepca","Anwil Wloclawek"
"FIBA Europe Cup",47,2025-11-19,128766,"217831","Adnan","Arslanagic","Adnan Arslanagic","B","P_217831","4",FALSE,FALSE,7,0,0,2,0,2,2,1,0,0,1,0,0,2,0,0,2,2,100,1,0,0,2,2,1,1,"26:44",-14,9,TRUE,TRUE,"BC Trepca","Anwil Wloclawek"
"FIBA Europe Cup",47,2025-11-19,128766,"256110","Batin","Tuna","Batin Tuna","B","P_256110","7",FALSE,FALSE,1,0,0,0,3,3,1,1,1,100,2,0,0,3,1,33.3,2,1,50,1,1,100,3,3,0,1,"19:46",-6,3,FALSE,TRUE,"BC Trepca","Anwil Wloclawek"
"FIBA Europe Cup",47,2025-11-19,128766,"217424","Burim","Zekiqi","Burim Zekiqi","B","P_217424","8",FALSE,FALSE,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4:32",0,4,FALSE,TRUE,"BC Trepca","Anwil Wloclawek"
"FIBA Europe Cup",47,2025-11-19,128777,"217265","Brandon","Johns","Brandon Johns","A","P_217265","0",FALSE,FALSE,3,1,0,9,6,15,2,13,11,84.6,1,0,0,14,11,78.6,1,1,100,13,11,84.6,1,23,1,0,"25:37",35,40,TRUE,TRUE,"Sporting CP","CS Valcea 1924"
"FIBA Europe Cup",47,2025-11-19,128777,"286239","Joao","Fernandes","Joao Fernandes","A","P_286239","13",FALSE,FALSE,4,1,0,2,2,4,2,2,2,100,1,0,0,3,2,66.7,4,2,50,2,2,100,1,6,0,1,"19:11",18,11,FALSE,TRUE,"Sporting CP","CS Valcea 1924"
"FIBA Europe Cup",47,2025-11-19,128777,"302366","Dinis","Cherepenko","Dinis Cherepenko","A","P_302366","18",FALSE,FALSE,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,"0:49",2,-2,FALSE,TRUE,"Sporting CP","CS Valcea 1924"
"FIBA Europe Cup",47,2025-11-19,128777,"349855","Malik","Bowman","Malik Bowman","A","P_349855","2",FALSE,FALSE,1,0,0,2,1,3,1,3,2,66.7,1,1,100,4,3,75,1,0,0,3,2,66.7,2,7,1,0,"9:58",16,10,FALSE,TRUE,"Sporting CP","CS Valcea 1924"
"FIBA Europe Cup",47,2025-11-19,128777,"245743","Malik","Morgan","Malik Morgan","A","P_245743","24",FALSE,FALSE,6,0,0,3,0,3,2,1,0,0,7,3,42.9,8,3,37.5,0,0,0,0,0,0,3,9,2,2,"19:41",28,13,TRUE,TRUE,"Sporting CP","CS Valcea 1924"
"FIBA Europe Cup",47,2025-11-19,128777,"374818","Maleeck","Harden-Hayes","Maleeck Harden-Hayes","A","P_374818","3",FALSE,FALSE,1,1,0,2,3,5,3,8,5,62.5,3,2,66.7,11,7,63.6,3,3,100,8,5,62.5,0,19,1,1,"18:54",34,22,TRUE,TRUE,"Sporting CP","CS Valcea 1924"
"FIBA Europe Cup",47,2025-11-19,128777,"238336","Stephan","Swenson","Stephan Swenson","A","P_238336","30",FALSE,FALSE,2,0,0,2,0,2,1,3,1,33.3,2,2,100,5,3,60,0,0,0,2,0,0,0,8,0,0,"14:54",24,10,TRUE,TRUE,"Sporting CP","CS Valcea 1924"
"FIBA Europe Cup",47,2025-11-19,128777,"227187","Miguel","Correia","Miguel Correia","A","P_227187","4",FALSE,FALSE,7,0,0,1,0,1,1,1,1,100,5,0,0,6,1,16.7,0,0,0,1,1,100,0,2,0,2,"15:35",20,3,FALSE,TRUE,"Sporting CP","CS Valcea 1924"
"FIBA Europe Cup",47,2025-11-19,128777,"256287","Rui","Costa","Rui Costa","A","P_256287","5",FALSE,FALSE,0,0,0,2,2,4,1,4,4,100,1,0,0,5,4,80,2,0,0,4,4,100,1,8,0,0,"13:34",17,9,FALSE,TRUE,"Sporting CP","CS Valcea 1924"
"FIBA Europe Cup",47,2025-11-19,128777,"219226","Francisco","Amarante","Francisco Amarante","A","P_219226","6",FALSE,FALSE,6,2,0,6,4,10,1,4,3,75,9,5,55.6,13,8,61.5,0,0,0,4,3,75,1,21,0,1,"29:50",36,33,FALSE,TRUE,"Sporting CP","CS Valcea 1924"
"FIBA Europe Cup",47,2025-11-19,128777,"373258","Claude","Robinson","Claude Robinson","A","P_373258","7",FALSE,FALSE,0,0,0,1,0,1,1,2,1,50,0,0,0,2,1,50,0,0,0,1,1,100,1,2,1,1,"11:33",14,2,TRUE,TRUE,"Sporting CP","CS Valcea 1924"
