"competicion","week","date","match_id","personId","firstName","lastName","player","team","player_id","uniformNumber","isCaptain","CB","AS","BS","BSR","DR","OR","REB","FD","FG2A","FG2M","FG2P","FG3A","FG3M","FG3P","FGA","FGM","FGP","FTA","FTM","FTP","FGIA","FGIM","FGIP","PF","PTS","ST","TO","TP","PM","EFF","Starter","HasPlayed","equipo","op_equipo"
"FIBA Europe Cup",47,2025-11-19,128730,"270753","Tyrell","Johnson","Tyrell Johnson","A","P_270753","32",FALSE,FALSE,0,0,0,5,1,6,3,8,8,100,5,2,40,13,10,76.9,1,0,0,7,7,100,4,22,2,1,"30:0",-3,25,TRUE,TRUE,"CSM Corona Brasov","Petrolina AEK"
"FIBA Europe Cup",47,2025-11-19,128730,"400995","Matei","Sorodoc","Matei Sorodoc","A","P_400995","33",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"CSM Corona Brasov","Petrolina AEK"
"FIBA Europe Cup",47,2025-11-19,128730,"182049","Andrei","Petica","Andrei Petica","A","P_182049","6",FALSE,FALSE,1,0,0,3,0,3,2,1,0,0,9,4,44.4,10,4,40,0,0,0,0,0,0,1,12,0,1,"30:42",1,9,TRUE,TRUE,"CSM Corona Brasov","Petrolina AEK"
"FIBA Europe Cup",47,2025-11-19,128730,"211463","Selim","Fofana","Selim Fofana","A","P_211463","7",FALSE,FALSE,0,1,0,4,1,5,0,9,4,44.4,7,4,57.1,16,8,50,0,0,0,5,3,60,1,20,0,1,"36:44",-15,17,TRUE,TRUE,"CSM Corona Brasov","Petrolina AEK"
"FIBA Europe Cup",47,2025-11-19,128730,"285243","David","Lapuste","David Lapuste","A","P_285243","8",FALSE,FALSE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,"10:53",-3,1,FALSE,TRUE,"CSM Corona Brasov","Petrolina AEK"
"FIBA Europe Cup",47,2025-11-19,128730,"400993","Tudor","Jurca","Tudor Jurca","A","P_400993","9",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"7:48",-3,-1,FALSE,TRUE,"CSM Corona Brasov","Petrolina AEK"
"FIBA Europe Cup",47,2025-11-19,128730,"305484","Taveion","Hollingsworth","Taveion Hollingsworth","B","P_305484","1",FALSE,FALSE,1,0,0,4,0,4,4,7,5,71.4,4,2,50,11,7,63.6,6,5,83.3,4,2,50,1,21,0,2,"33:22",10,19,TRUE,TRUE,"Petrolina AEK","CSM Corona Brasov"
"FIBA Europe Cup",47,2025-11-19,128730,"225124","Pavlos","Stylianou","Pavlos Stylianou","B","P_225124","13",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"Petrolina AEK","CSM Corona Brasov"
"FIBA Europe Cup",47,2025-11-19,128730,"400035","Themistoklis","Ntoklis","Themistoklis Ntoklis","B","P_400035","16",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"Petrolina AEK","CSM Corona Brasov"
"FIBA Europe Cup",47,2025-11-19,128730,"169724","Christos","Loizides","Christos Loizides","B","P_169724","17",FALSE,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"1:26",-1,1,FALSE,TRUE,"Petrolina AEK","CSM Corona Brasov"
"FIBA Europe Cup",47,2025-11-19,128730,"373180","Talon","Cooper","Talon Cooper","B","P_373180","2",FALSE,FALSE,6,0,0,0,0,0,6,12,6,50,6,3,50,18,9,50,4,4,100,8,5,62.5,0,25,1,1,"33:6",7,22,TRUE,TRUE,"Petrolina AEK","CSM Corona Brasov"
"FIBA Europe Cup",47,2025-11-19,128730,"351986","Jayveous","Mckinnis","Jayveous Mckinnis","B","P_351986","24",FALSE,FALSE,2,0,0,6,5,11,3,7,4,57.1,0,0,0,7,4,57.1,0,0,0,5,2,40,3,8,1,1,"25:22",4,18,TRUE,TRUE,"Petrolina AEK","CSM Corona Brasov"
"FIBA Europe Cup",47,2025-11-19,128730,"322755","Alexandros","Papadopoulos","Alexandros Papadopoulos","B","P_322755","31",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"Petrolina AEK","CSM Corona Brasov"
"FIBA Europe Cup",47,2025-11-19,128730,"273176","Jesse","Hunt","Jesse Hunt","B","P_273176","34",TRUE,FALSE,3,2,0,3,0,3,4,2,0,0,0,0,0,2,0,0,4,3,75,1,0,0,3,3,2,1,"24:9",-7,9,FALSE,TRUE,"Petrolina AEK","CSM Corona Brasov"
"FIBA Europe Cup",47,2025-11-19,128730,"205683","Ioannis","Giannaras","Ioannis Giannaras","B","P_205683","5",FALSE,FALSE,0,0,0,2,0,2,1,1,0,0,5,3,60,6,3,50,0,0,0,1,0,0,3,9,0,2,"22:26",10,6,TRUE,TRUE,"Petrolina AEK","CSM Corona Brasov"
"FIBA Europe Cup",47,2025-11-19,128730,"324646","Georgios","Varsos","Georgios Varsos","B","P_324646","6",FALSE,FALSE,1,0,0,2,0,2,1,1,0,0,4,2,50,5,2,40,0,0,0,1,0,0,3,6,1,2,"12:25",6,5,FALSE,TRUE,"Petrolina AEK","CSM Corona Brasov"
"FIBA Europe Cup",47,2025-11-19,128730,"341985","Askam","Nottage","Askam Nottage","B","P_341985","8",FALSE,FALSE,2,0,0,5,1,6,1,1,0,0,7,5,71.4,8,5,62.5,0,0,0,0,0,0,1,15,0,1,"31:24",17,19,TRUE,TRUE,"Petrolina AEK","CSM Corona Brasov"
"FIBA Europe Cup",47,2025-11-19,128730,"194228","Jamar","Diggs","Jamar Diggs","B","P_194228","88",FALSE,FALSE,4,0,0,2,2,4,1,1,0,0,6,1,16.7,7,1,14.3,0,0,0,0,0,0,1,3,0,1,"16:20",-11,4,FALSE,TRUE,"Petrolina AEK","CSM Corona Brasov"
"FIBA Europe Cup",47,2025-11-19,128741,"348367","Anderson","Tolbert","Anderson Tolbert","A","P_348367","1",FALSE,FALSE,2,0,0,5,0,5,0,4,2,50,1,0,0,5,2,40,0,0,0,3,2,66.7,0,4,1,0,"21:32",20,9,TRUE,TRUE,"BC Prievidza","Cedevita Junior"
"FIBA Europe Cup",47,2025-11-19,128741,"269317","David","Novak","David Novak","A","P_269317","10",FALSE,FALSE,0,0,0,3,0,3,0,4,2,50,2,0,0,6,2,33.3,0,0,0,4,2,50,2,4,0,2,"16:26",1,1,FALSE,TRUE,"BC Prievidza","Cedevita Junior"
"FIBA Europe Cup",47,2025-11-19,128741,"156303","Marek","Jass","Marek Jass","A","P_156303","13",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1:2",-2,0,FALSE,FALSE,"BC Prievidza","Cedevita Junior"
"FIBA Europe Cup",47,2025-11-19,128741,"374324","Joe","Toussaint","Joe Toussaint","A","P_374324","15",TRUE,FALSE,4,0,0,1,1,2,7,6,1,16.7,5,2,40,11,3,27.3,9,8,88.9,5,1,20,2,16,5,1,"33:11",23,17,TRUE,TRUE,"BC Prievidza","Cedevita Junior"
"FIBA Europe Cup",47,2025-11-19,128741,"189757","Dalibor","Hlivak","Dalibor Hlivak","A","P_189757","17",FALSE,FALSE,4,0,0,7,1,8,2,1,1,100,3,2,66.7,4,3,75,0,0,0,1,1,100,2,8,0,2,"21:39",15,17,TRUE,TRUE,"BC Prievidza","Cedevita Junior"
"FIBA Europe Cup",47,2025-11-19,128741,"348190","Naje","Smith","Naje Smith","A","P_348190","23",FALSE,FALSE,0,0,0,5,0,5,3,3,2,66.7,0,0,0,3,2,66.7,2,1,50,3,2,66.7,1,5,2,0,"20:18",6,10,FALSE,TRUE,"BC Prievidza","Cedevita Junior"
"FIBA Europe Cup",47,2025-11-19,128741,"376070","Bonke Robert","Maring","Bonke Robert Maring","A","P_376070","24",FALSE,FALSE,0,0,0,3,2,5,1,4,2,50,0,0,0,4,2,50,0,0,0,4,2,50,1,4,1,2,"13:51",11,6,FALSE,TRUE,"BC Prievidza","Cedevita Junior"
"FIBA Europe Cup",47,2025-11-19,128741,"160968","Fahro","Alihodzic","Fahro Alihodzic","A","P_160968","25",FALSE,FALSE,0,1,0,3,3,6,0,8,4,50,0,0,0,8,4,50,0,0,0,8,4,50,4,8,2,3,"20:55",4,10,TRUE,TRUE,"BC Prievidza","Cedevita Junior"
"FIBA Europe Cup",47,2025-11-19,128741,"378354","Davontrey","Thomas","Davontrey Thomas","A","P_378354","4",FALSE,FALSE,5,0,0,2,2,4,1,5,2,40,7,3,42.9,12,5,41.7,2,1,50,3,1,33.3,1,14,1,2,"27:0",16,14,TRUE,TRUE,"BC Prievidza","Cedevita Junior"
"FIBA Europe Cup",47,2025-11-19,128741,"396648","Samuel","Kokavec","Samuel Kokavec","A","P_396648","6",FALSE,FALSE,0,0,0,1,1,2,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,"1:38",-2,-1,FALSE,TRUE,"BC Prievidza","Cedevita Junior"
"FIBA Europe Cup",47,2025-11-19,128741,"369438","Patrik","Hrico","Patrik Hrico","A","P_369438","7",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"1:38",-2,-1,FALSE,TRUE,"BC Prievidza","Cedevita Junior"
"FIBA Europe Cup",47,2025-11-19,128741,"398096","Noah","Reynolds","Noah Reynolds","A","P_398096","9",FALSE,FALSE,0,0,0,2,1,3,1,5,3,60,8,4,50,13,7,53.8,3,2,66.7,5,3,60,1,20,1,4,"20:50",5,13,FALSE,TRUE,"BC Prievidza","Cedevita Junior"
"FIBA Europe Cup",47,2025-11-19,128741,"342814","Luka","Stojic","Luka Stojic","B","P_342814","0",FALSE,FALSE,1,0,0,0,0,0,1,1,0,0,3,0,0,4,0,0,2,2,100,0,0,0,0,2,1,0,"7:45",0,0,FALSE,TRUE,"Cedevita Junior","BC Prievidza"
"FIBA Europe Cup",47,2025-11-19,128741,"400071","Jordan","Gainey","Jordan Gainey","B","P_400071","1",FALSE,FALSE,1,0,0,1,1,2,1,6,5,83.3,6,2,33.3,12,7,58.3,0,0,0,4,4,100,2,16,1,3,"27:29",-9,12,TRUE,TRUE,"Cedevita Junior","BC Prievidza"
"FIBA Europe Cup",47,2025-11-19,128741,"183248","Mislav","Brzoja","Mislav Brzoja","B","P_183248","10",TRUE,FALSE,3,0,0,0,0,0,1,5,2,40,2,1,50,7,3,42.9,0,0,0,5,2,40,3,7,2,4,"17:38",-6,4,TRUE,TRUE,"Cedevita Junior","BC Prievidza"
"FIBA Europe Cup",47,2025-11-19,128741,"195975","Antonio","Vrankovic","Antonio Vrankovic","B","P_195975","11",FALSE,FALSE,0,1,0,2,1,3,2,3,3,100,0,0,0,3,3,100,2,1,50,3,3,100,1,7,1,0,"17:32",-13,11,FALSE,TRUE,"Cedevita Junior","BC Prievidza"
"FIBA Europe Cup",47,2025-11-19,128741,"342995","Noa","Zemljic","Noa Zemljic","B","P_342995","12",FALSE,FALSE,0,0,0,2,0,2,1,2,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,"14:50",-22,-1,TRUE,TRUE,"Cedevita Junior","BC Prievidza"
"FIBA Europe Cup",47,2025-11-19,128741,"312188","Dino","Subašic","Dino Subašic","B","P_312188","13",FALSE,FALSE,1,0,0,1,0,1,1,1,1,100,2,1,50,3,2,66.7,0,0,0,1,1,100,2,5,1,1,"17:59",-2,6,FALSE,TRUE,"Cedevita Junior","BC Prievidza"
"FIBA Europe Cup",47,2025-11-19,128741,"378550","Clarence","Daniels","Clarence Daniels","B","P_378550","16",FALSE,FALSE,1,1,0,4,0,4,0,5,1,20,0,0,0,5,1,20,0,0,0,3,0,0,0,2,1,1,"16:6",-3,4,FALSE,TRUE,"Cedevita Junior","BC Prievidza"
"FIBA Europe Cup",47,2025-11-19,128741,"393417","Petar","Ivancic","Petar Ivancic","B","P_393417","24",FALSE,FALSE,2,0,0,3,0,3,2,2,1,50,0,0,0,2,1,50,2,1,50,2,1,50,0,3,0,1,"13:19",-8,5,TRUE,TRUE,"Cedevita Junior","BC Prievidza"
"FIBA Europe Cup",47,2025-11-19,128741,"197455","Ivan","Karacic","Ivan Karacic","B","P_197455","3",FALSE,FALSE,2,0,0,5,0,5,1,3,1,33.3,4,1,25,7,2,28.6,0,0,0,2,1,50,2,5,1,2,"16:16",-13,6,FALSE,TRUE,"Cedevita Junior","BC Prievidza"
"FIBA Europe Cup",47,2025-11-19,128741,"324051","Corey","Allen-Williams","Corey Allen-Williams","B","P_324051","5",FALSE,FALSE,1,0,0,1,0,1,1,5,2,40,2,0,0,7,2,28.6,0,0,0,4,2,50,1,4,0,3,"15:26",-13,-2,FALSE,TRUE,"Cedevita Junior","BC Prievidza"
"FIBA Europe Cup",47,2025-11-19,128741,"369266","Niko","Sare","Niko Sare","B","P_369266","6",FALSE,FALSE,6,0,0,5,2,7,4,5,4,80,5,1,20,10,5,50,3,2,66.7,4,3,75,4,13,0,0,"35:39",-6,20,TRUE,TRUE,"Cedevita Junior","BC Prievidza"
"FIBA Europe Cup",47,2025-11-19,128742,"241255","Kevin","Bracy-Davis","Kevin Bracy-Davis","A","P_241255","0",FALSE,FALSE,1,0,0,5,0,5,8,7,5,71.4,3,1,33.3,10,6,60,8,3,37.5,4,3,75,0,16,1,2,"29:35",-15,12,TRUE,TRUE,"KK Pelister","Keravnos BC"
"FIBA Europe Cup",47,2025-11-19,128742,"247710","Darko","Najdovski","Darko Najdovski","A","P_247710","10",TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"KK Pelister","Keravnos BC"
"FIBA Europe Cup",47,2025-11-19,128742,"255308","Andrej","Mitrevski","Andrej Mitrevski","A","P_255308","11",FALSE,FALSE,2,0,0,0,0,0,0,3,1,33.3,1,0,0,4,1,25,0,0,0,1,1,100,3,2,0,1,"20:42",-14,0,TRUE,TRUE,"KK Pelister","Keravnos BC"
"FIBA Europe Cup",47,2025-11-19,128742,"374856","Langston Jake","Wilson","Langston Jake Wilson","A","P_374856","13",FALSE,FALSE,1,2,0,4,2,6,2,12,6,50,1,0,0,13,6,46.2,1,1,100,11,6,54.5,2,13,1,4,"28:38",-18,12,TRUE,TRUE,"KK Pelister","Keravnos BC"
"FIBA Europe Cup",47,2025-11-19,128742,"400113","Naum","Markovski","Naum Markovski","A","P_400113","14",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"KK Pelister","Keravnos BC"
"FIBA Europe Cup",47,2025-11-19,128742,"346043","Blagojche","Dimitrovski","Blagojche Dimitrovski","A","P_346043","15",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0:0",0,0,FALSE,FALSE,"KK Pelister","Keravnos BC"
"FIBA Europe Cup",47,2025-11-19,128742,"259649","C. J.","Wilson Jr","C. J. Wilson Jr","A","P_259649","2",FALSE,FALSE,4,0,0,4,0,4,5,8,5,62.5,2,1,50,10,6,60,2,2,100,3,3,100,2,15,1,1,"28:39",-7,19,FALSE,TRUE,"KK Pelister","Keravnos BC"
"FIBA Europe Cup",47,2025-11-19,128742,"219040","Luka","Stojanovski","Luka Stojanovski","A","P_219040","3",FALSE,FALSE,4,0,0,0,0,0,1,2,2,100,2,1,50,4,3,75,0,0,0,1,1,100,4,7,0,0,"21:11",1,10,FALSE,TRUE,"KK Pelister","Keravnos BC"
"FIBA Europe Cup",47,2025-11-19,128742,"247961","Austin","Price","Austin Price","A","P_247961","31",FALSE,FALSE,1,0,0,1,1,2,0,2,0,0,2,1,50,4,1,25,0,0,0,2,0,0,1,3,1,3,"11:52",-12,1,FALSE,TRUE,"KK Pelister","Keravnos BC"
"FIBA Europe Cup",47,2025-11-19,128742,"195911","Boban","Stajic","Boban Stajic","A","P_195911","4",FALSE,FALSE,4,0,0,1,0,1,1,1,0,0,3,1,33.3,4,1,25,2,1,50,1,0,0,1,4,0,2,"15:38",-8,3,TRUE,TRUE,"KK Pelister","Keravnos BC"
"FIBA Europe Cup",47,2025-11-19,128742,"207285","Nikola","Malesevic","Nikola Malesevic","A","P_207285","5",FALSE,FALSE,1,0,0,5,1,6,3,8,4,50,2,1,50,10,5,50,6,3,50,8,4,50,0,14,0,2,"21:55",-8,11,TRUE,TRUE,"KK Pelister","Keravnos BC"
"FIBA Europe Cup",47,2025-11-19,128742,"219047","Damjan","Krstevski","Damjan Krstevski","A","P_219047","8",FALSE,FALSE,1,0,0,2,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"21:50",-9,4,FALSE,TRUE,"KK Pelister","Keravnos BC"
"FIBA Europe Cup",47,2025-11-19,128742,"397568","Brandon","Huntley-Hatfield","Brandon Huntley-Hatfield","B","P_397568","00",FALSE,FALSE,1,0,0,6,3,9,3,9,3,33.3,0,0,0,9,3,33.3,2,2,100,8,3,37.5,3,8,2,1,"27:50",15,13,TRUE,TRUE,"Keravnos BC","KK Pelister"
"FIBA Europe Cup",47,2025-11-19,128742,"209966","Michalis","Koumis","Michalis Koumis","B","P_209966","11",FALSE,FALSE,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,"8:52",-3,0,FALSE,TRUE,"Keravnos BC","KK Pelister"
"FIBA Europe Cup",47,2025-11-19,128742,"350627","Jordan","Davis","Jordan Davis","B","P_350627","12",FALSE,FALSE,0,0,0,2,0,2,1,5,2,40,2,0,0,7,2,28.6,0,0,0,3,1,33.3,1,4,0,0,"13:32",-9,1,FALSE,TRUE,"Keravnos BC","KK Pelister"
"FIBA Europe Cup",47,2025-11-19,128742,"238614","Filippos","Tigkas","Filippos Tigkas","B","P_238614","13",FALSE,FALSE,3,0,0,2,0,2,4,3,2,66.7,3,1,33.3,6,3,50,5,4,80,2,1,50,3,11,2,2,"18:2",14,12,FALSE,TRUE,"Keravnos BC","KK Pelister"
"FIBA Europe Cup",47,2025-11-19,128742,"273656","Darnell","Edge","Darnell Edge","B","P_273656","2",FALSE,FALSE,4,0,0,4,0,4,3,5,4,80,4,2,50,9,6,66.7,2,2,100,2,2,100,1,16,2,3,"27:57",16,20,TRUE,TRUE,"Keravnos BC","KK Pelister"
"FIBA Europe Cup",47,2025-11-19,128742,"302252","Stefanos","Tigkas","Stefanos Tigkas","B","P_302252","23",FALSE,FALSE,0,0,0,0,0,0,0,1,1,100,2,0,0,3,1,33.3,0,0,0,1,1,100,1,2,0,0,"10:53",6,0,FALSE,TRUE,"Keravnos BC","KK Pelister"
"FIBA Europe Cup",47,2025-11-19,128742,"370414","Panayiotis","Pavlidis","Panayiotis Pavlidis","B","P_370414","24",FALSE,FALSE,1,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,"14:51",-12,2,FALSE,TRUE,"Keravnos BC","KK Pelister"
"FIBA Europe Cup",47,2025-11-19,128742,"243478","Georgios","Tretiakov","Georgios Tretiakov","B","P_243478","3",FALSE,FALSE,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,"6:10",-16,-1,FALSE,TRUE,"Keravnos BC","KK Pelister"
"FIBA Europe Cup",47,2025-11-19,128742,"213238","Jaye","Crockett","Jaye Crockett","B","P_213238","30",FALSE,FALSE,2,2,0,5,1,6,1,4,3,75,2,2,100,6,5,83.3,2,1,50,3,3,100,2,13,1,1,"22:9",31,21,TRUE,TRUE,"Keravnos BC","KK Pelister"
"FIBA Europe Cup",47,2025-11-19,128742,"169055","Simon","Michail","Simon Michail","B","P_169055","5",TRUE,FALSE,3,0,0,0,0,0,0,5,1,20,0,0,0,5,1,20,0,0,0,4,1,25,2,2,1,1,"12:16",12,1,TRUE,TRUE,"Keravnos BC","KK Pelister"
"FIBA Europe Cup",47,2025-11-19,128742,"356979","Eric","Williams","Eric Williams","B","P_356979","50",FALSE,FALSE,4,0,0,3,6,9,0,9,5,55.6,2,2,100,11,7,63.6,0,0,0,9,5,55.6,0,16,2,0,"20:5",19,27,TRUE,TRUE,"Keravnos BC","KK Pelister"
"FIBA Europe Cup",47,2025-11-19,128742,"148741","Nikos","Stylianou","Nikos Stylianou","B","P_148741","9",FALSE,FALSE,0,0,0,3,0,3,0,1,1,100,10,6,60,11,7,63.6,0,0,0,1,1,100,2,20,0,0,"17:24",17,19,FALSE,TRUE,"Keravnos BC","KK Pelister"
"FIBA Europe Cup",47,2025-11-19,128753,"403805","Kepa","De Castro","Kepa De Castro","A","P_403805","12",FALSE,FALSE,0,0,0,0,0,0,0,1,0,0,2,2,100,3,2,66.7,0,0,0,1,0,0,2,6,0,0,"8:0",14,5,FALSE,TRUE,"Surne Bilbao Basket","BC Kutaisi 2010"
"FIBA Europe Cup",47,2025-11-19,128753,"262787","Bassala","Bagayoko","Bassala Bagayoko","A","P_262787","13",FALSE,FALSE,2,3,0,5,2,7,1,12,9,75,0,0,0,12,9,75,2,2,100,12,9,75,0,20,1,1,"23:3",48,29,TRUE,TRUE,"Surne Bilbao Basket","BC Kutaisi 2010"
"FIBA Europe Cup",47,2025-11-19,128753,"273301","Luke","Petrasek","Luke Petrasek","A","P_273301","18",FALSE,FALSE,0,0,0,2,1,3,0,6,5,83.3,3,3,100,9,8,88.9,0,0,0,6,5,83.3,1,19,0,2,"14:14",30,19,TRUE,TRUE,"Surne Bilbao Basket","BC Kutaisi 2010"
"FIBA Europe Cup",47,2025-11-19,128753,"226956","Melwin","Pantzar","Melwin Pantzar","A","P_226956","19",FALSE,FALSE,11,0,0,7,1,8,4,0,0,0,2,1,50,2,1,50,0,0,0,0,0,0,3,3,4,2,"17:42",35,23,TRUE,TRUE,"Surne Bilbao Basket","BC Kutaisi 2010"
"FIBA Europe Cup",47,2025-11-19,128753,"196840","Margiris","Normantas","Margiris Normantas","A","P_196840","2",FALSE,FALSE,4,0,0,4,0,4,1,2,2,100,4,0,0,6,2,33.3,2,2,100,1,1,100,1,6,1,0,"17:18",21,11,FALSE,TRUE,"Surne Bilbao Basket","BC Kutaisi 2010"
"FIBA Europe Cup",47,2025-11-19,128753,"230177","Amar","Sylla","Amar Sylla","A","P_230177","20",FALSE,FALSE,2,1,0,3,3,6,2,3,1,33.3,4,0,0,7,1,14.3,4,3,75,1,1,100,1,5,0,0,"22:53",18,7,FALSE,TRUE,"Surne Bilbao Basket","BC Kutaisi 2010"
"FIBA Europe Cup",47,2025-11-19,128753,"211997","Aleix","Font","Aleix Font","A","P_211997","22",FALSE,FALSE,1,0,0,2,3,5,1,8,3,37.5,9,4,44.4,17,7,41.2,0,0,0,5,3,60,1,18,5,1,"25:0",31,18,FALSE,TRUE,"Surne Bilbao Basket","BC Kutaisi 2010"
"FIBA Europe Cup",47,2025-11-19,128753,"197509","Harald","Frey","Harald Frey","A","P_197509","3",FALSE,FALSE,7,0,0,1,1,2,1,1,1,100,1,0,0,2,1,50,0,0,0,1,1,100,1,2,2,1,"16:21",23,11,FALSE,TRUE,"Surne Bilbao Basket","BC Kutaisi 2010"
"FIBA Europe Cup",47,2025-11-19,128753,"217588","Tryggvi","Hlinason","Tryggvi Hlinason","A","P_217588","32",TRUE,FALSE,1,1,0,2,1,3,1,4,2,50,0,0,0,4,2,50,2,1,50,4,2,50,0,5,0,0,"6:51",13,7,FALSE,TRUE,"Surne Bilbao Basket","BC Kutaisi 2010"
"FIBA Europe Cup",47,2025-11-19,128753,"378212","Bingen","Errasti","Bingen Errasti","A","P_378212","5",FALSE,FALSE,0,0,0,3,3,6,0,1,1,100,1,0,0,2,1,50,0,0,0,1,1,100,1,2,1,1,"13:27",14,7,FALSE,TRUE,"Surne Bilbao Basket","BC Kutaisi 2010"
"FIBA Europe Cup",47,2025-11-19,128753,"301682","Justin","Jaworski","Justin Jaworski","A","P_301682","7",FALSE,FALSE,3,0,0,1,0,1,1,0,0,0,8,6,75,8,6,75,3,3,100,0,0,0,1,21,0,0,"14:38",34,23,TRUE,TRUE,"Surne Bilbao Basket","BC Kutaisi 2010"
"FIBA Europe Cup",47,2025-11-19,128753,"197307","Stefan","Lazarevic","Stefan Lazarevic","A","P_197307","73",FALSE,FALSE,1,0,0,0,1,1,2,4,4,100,2,0,0,6,4,66.7,2,2,100,4,4,100,2,10,0,1,"20:33",34,9,TRUE,TRUE,"Surne Bilbao Basket","BC Kutaisi 2010"
"FIBA Europe Cup",47,2025-11-19,128753,"301273","Bakar","Berekashvili","Bakar Berekashvili","B","P_301273","0",FALSE,FALSE,0,0,0,0,1,1,2,3,3,100,0,0,0,3,3,100,1,1,100,3,3,100,1,7,0,1,"15:46",-17,7,FALSE,TRUE,"BC Kutaisi 2010","Surne Bilbao Basket"
"FIBA Europe Cup",47,2025-11-19,128753,"238526","Dachi","Kavtaradze","Dachi Kavtaradze","B","P_238526","1",FALSE,FALSE,1,0,0,0,0,0,1,2,2,100,0,0,0,2,2,100,0,0,0,2,2,100,0,4,0,2,"9:56",-1,3,FALSE,TRUE,"BC Kutaisi 2010","Surne Bilbao Basket"
"FIBA Europe Cup",47,2025-11-19,128753,"271102","Giorgi","Sulaberidze","Giorgi Sulaberidze","B","P_271102","15",FALSE,FALSE,4,0,0,2,1,3,1,5,1,20,5,2,40,10,3,30,0,0,0,5,1,20,1,8,1,2,"34:7",-59,7,TRUE,TRUE,"BC Kutaisi 2010","Surne Bilbao Basket"
"FIBA Europe Cup",47,2025-11-19,128753,"211825","Nika","Darbaidze","Nika Darbaidze","B","P_211825","16",FALSE,FALSE,1,0,0,2,1,3,0,3,2,66.7,5,0,0,8,2,25,0,0,0,3,2,66.7,1,4,1,1,"18:45",-31,2,FALSE,TRUE,"BC Kutaisi 2010","Surne Bilbao Basket"
"FIBA Europe Cup",47,2025-11-19,128753,"268231","Detrek","Browning","Detrek Browning","B","P_268231","2",TRUE,FALSE,1,0,0,4,1,5,2,7,3,42.9,5,2,40,12,5,41.7,2,2,100,4,1,25,3,14,2,7,"31:5",-55,8,TRUE,TRUE,"BC Kutaisi 2010","Surne Bilbao Basket"
"FIBA Europe Cup",47,2025-11-19,128753,"328621","Marqus","Gilson","Marqus Gilson","B","P_328621","24",FALSE,FALSE,1,0,0,4,0,4,3,9,6,66.7,1,0,0,10,6,60,1,1,100,9,6,66.7,3,13,1,3,"27:45",-35,12,TRUE,TRUE,"BC Kutaisi 2010","Surne Bilbao Basket"
"FIBA Europe Cup",47,2025-11-19,128753,"300750","Nikolozi","Soselia","Nikolozi Soselia","B","P_300750","3",FALSE,FALSE,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,"13:25",-30,0,FALSE,TRUE,"BC Kutaisi 2010","Surne Bilbao Basket"
"FIBA Europe Cup",47,2025-11-19,128753,"348715","Tyree","Boykin","Tyree Boykin","B","P_348715","4",FALSE,FALSE,1,0,0,0,0,0,5,3,1,33.3,3,0,0,6,1,16.7,0,0,0,3,1,33.3,1,2,1,1,"25:51",-49,-2,TRUE,TRUE,"BC Kutaisi 2010","Surne Bilbao Basket"
